아이디,이름,나이(월),품종,성별,색상1,색상2,색상3,크기,털길이,예방접종,구충여부,중성화,지역,건강 상태,사회도,친화도,활동성,상세설명
a37a24a58,노랑,4,하운드,암컷,갈색,크림색,없음,중형,단모,미완료,미완료,미완료,경기,3,3,3,5,"반짝이는 눈망울을 가진 노랑. 갈색 색상의 하운드 아이로, 아주 영리하고 배우는 게 빠릅니다."
a12589a09,호야,1,믹스견,수컷,크림색,흰색,없음,중형,단모,완료,미완료,미완료,충북,4,5,4,3,처음엔 쑥스러워하지만 금방 친해지는 호야! 크림색 털의 소중한 믹스견 천사를 만나보세요.
59903171d,메리,3,믹스견,암컷,검정,갈색,없음,대형,단모,완료,완료,미완료,경남,4,4,3,3,"이 구역의 최고 귀염둥이 메리! 검정 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
38470b3c1,번쩍,36,비글,수컷,검정,갈색,흰색,중형,단모,불확실,불확실,완료,강원,4,5,3,3,표정은 세상 진지한 번쩍! 검정 털이 매력적인 비글 친구예요. 호기심도 많고 아주 씩씩하답니다.
d55faa0ff,미르,2,콜리,암컷,갈색,흰색,없음,중형,단모,미완료,미완료,미완료,경기,5,3,3,3,애교가 철철 넘치는 미르! 갈색 털이 부드러운 콜리 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
329058ec1,올라프,36,믹스견,수컷,검정,갈색,흰색,소형,중모,완료,완료,미완료,경기,3,3,5,5,구조 후 잘 적응 중인 올라프! 믹스견 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
1f7363767,망치,1,믹스견,암컷,검정,갈색,흰색,중형,단모,미완료,완료,미완료,경북,5,4,5,5,활동량이 풍부한 망치이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 믹스견 친구입니다.
a1543decd,곰이,7,믹스견,암컷,흰색,없음,없음,중형,중모,완료,완료,완료,인천,4,4,5,3,활동량이 풍부한 곰이이와 함께 산책 어떠신가요? 흰색 털을 가진 멋진 믹스견 친구입니다.
0f27a7baa,피글렛,2,믹스견,수컷,검정,갈색,크림색,중형,단모,미완료,미완료,미완료,경기,4,3,4,5,처음엔 쑥스러워하지만 금방 친해지는 피글렛! 검정 털의 소중한 믹스견 천사를 만나보세요.
36f07fbe0,알라딘,16,저먼 스피츠,암컷,검정,갈색,노란색,중형,중모,완료,완료,완료,인천,5,5,5,3,"반짝이는 눈망울을 가진 알라딘. 검정 색상의 저먼 스피츠 아이로, 아주 영리하고 배우는 게 빠릅니다."
a3d8c3aaa,둥실,1,믹스견,암컷,검정,갈색,없음,중형,단모,미완료,미완료,미완료,인천,3,5,5,4,처음엔 쑥스러워하지만 금방 친해지는 둥실! 검정 털의 소중한 믹스견 천사를 만나보세요.
b67a29908,초롱,2,믹스견,암컷,흰색,없음,없음,중형,중모,미완료,미완료,미완료,서울,4,5,4,4,통통 튀는 걸음걸이가 매력적인 초롱! 멋진 흰색 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
b4bf9e247,화성,4,래브라도 리트리버,암컷,검정,없음,없음,중형,단모,완료,완료,미완료,경기,3,4,5,5,"사람을 정말 좋아하는 화성이에요. 검정 코트가 멋진 래브라도 리트리버으로, 순하고 맑은 눈망울을 가졌어요."
eda903960,피글렛,2,믹스견,수컷,갈색,없음,없음,중형,단모,완료,완료,미완료,대전,4,3,4,3,세상에서 가장 야무진 피글렛이를 소개합니다. 갈색 색상의 믹스견이며 주사도 씩씩하게 잘 맞는 천사예요.
6ca8ebdbd,나린,2,믹스견,암컷,금색,없음,없음,중형,중모,완료,완료,미완료,경북,5,5,3,5,멋진 포스를 풍기는 나린! 하지만 마음은 따뜻한 믹스견 아이랍니다. 금색 털이 아주 부드러워요.
fd740c8dc,방울,2,믹스견,수컷,검정,없음,없음,중형,중모,완료,완료,미완료,서울,4,3,4,4,"이 구역의 최고 귀염둥이 방울! 검정 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
9430042a3,펭귄,48,믹스견,암컷,갈색,없음,없음,소형,중모,완료,완료,불확실,서울,3,3,4,3,애교가 철철 넘치는 펭귄! 갈색 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
cb8193d43,치와,1,믹스견,암컷,흰색,없음,없음,중형,단모,미완료,미완료,미완료,경기,4,5,3,3,치와은(는) 정말 사랑스러운 믹스견 친구예요. 흰색 털이 매력 포인트이며 누구와도 잘 지내요.
447be811f,미르,11,믹스견,암컷,크림색,흰색,없음,중형,단모,불확실,불확실,완료,서울,5,4,3,5,"이 구역의 최고 귀염둥이 미르! 크림색 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
8685a0b1c,열이,1,믹스견,수컷,검정,갈색,없음,중형,중모,미완료,미완료,미완료,서울,4,3,3,3,멋진 포스를 풍기는 열이! 하지만 마음은 따뜻한 믹스견 아이랍니다. 검정 털이 아주 부드러워요.
a7402f657,반짝,3,믹스견,수컷,갈색,흰색,없음,중형,단모,미완료,완료,미완료,경기,5,5,4,4,반짝은(는) 갈색 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
b04a0dd9e,똘이,3,믹스견,수컷,갈색,없음,없음,중형,단모,미완료,미완료,미완료,경기,5,3,5,5,똘이은(는) 갈색 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
081f88f27,치치,1,믹스견,수컷,갈색,없음,없음,중형,단모,미완료,미완료,미완료,부산,5,4,4,3,"이 구역의 최고 귀염둥이 치치! 갈색 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
295b1eef3,몽글,6,골든 리트리버,암컷,금색,없음,없음,대형,장모,완료,완료,미완료,부산,4,4,5,4,멋진 포스를 풍기는 몽글! 하지만 마음은 따뜻한 골든 리트리버 아이랍니다. 금색 털이 아주 부드러워요.
85078bc71,바둑,22,달마시안,암컷,갈색,흰색,없음,중형,단모,완료,완료,완료,인천,4,5,5,3,표정은 세상 진지한 바둑! 갈색 털이 매력적인 달마시안 친구예요. 호기심도 많고 아주 씩씩하답니다.
cbc7dc778,순심,5,믹스견,암컷,노란색,흰색,없음,소형,단모,완료,완료,완료,대구,5,4,5,3,활동량이 풍부한 순심이와 함께 산책 어떠신가요? 노란색 털을 가진 멋진 믹스견 친구입니다.
91b580948,예쁜,8,믹스견,수컷,검정,갈색,없음,중형,단모,불확실,불확실,불확실,경기,3,5,5,3,"반짝이는 눈망울을 가진 예쁜. 검정 색상의 믹스견 아이로, 아주 영리하고 배우는 게 빠릅니다."
c0de58288,별님,18,믹스견,수컷,갈색,크림색,흰색,중형,중모,불확실,불확실,불확실,인천,5,5,5,5,세상에서 가장 야무진 별님이를 소개합니다. 갈색 색상의 믹스견이며 주사도 씩씩하게 잘 맞는 천사예요.
b89a89c58,나나,2,믹스견,수컷,검정,갈색,없음,중형,단모,완료,완료,미완료,서울,3,4,3,5,세상에서 가장 야무진 나나이를 소개합니다. 검정 색상의 믹스견이며 주사도 씩씩하게 잘 맞는 천사예요.
6ec9364a7,몽이,5,비글,수컷,갈색,흰색,없음,소형,단모,미완료,미완료,미완료,서울,5,3,4,5,간식을 기다릴 때 가장 진지한 몽이이에요. 갈색 털의 귀여운 비글으로 호기심이 아주 많답니다.
2f4eb5847,두부,24,로트와일러,암컷,검정,갈색,없음,초대형,단모,완료,완료,완료,전남,3,3,5,3,두부은(는) 정말 사랑스러운 로트와일러 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
d560b8003,탱구,2,믹스견,수컷,검정,갈색,없음,중형,단모,완료,미완료,미완료,서울,5,3,3,5,탱구은(는) 정말 사랑스러운 믹스견 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
e9e82ad8f,도도,4,시츄,암컷,검정,갈색,흰색,소형,중모,완료,완료,미완료,대구,3,3,5,5,통통 튀는 걸음걸이가 매력적인 도도! 멋진 검정 색을 가진 시츄 친구와 평생 가족이 되어주세요.
d672df50c,베라,1,믹스견,암컷,검정,갈색,없음,중형,중모,미완료,완료,미완료,경남,4,5,5,4,간식을 기다릴 때 가장 진지한 베라이에요. 검정 털의 귀여운 믹스견으로 호기심이 아주 많답니다.
b66715e26,스벤,48,퍼그,암컷,검정,갈색,없음,소형,단모,완료,완료,완료,서울,5,5,3,4,"반짝이는 눈망울을 가진 스벤. 검정 색상의 퍼그 아이로, 아주 영리하고 배우는 게 빠릅니다."
502d58dea,참외,27,푸들,수컷,회색,없음,없음,중형,중모,불확실,불확실,미완료,인천,3,4,5,3,멋진 포스를 풍기는 참외! 하지만 마음은 따뜻한 푸들 아이랍니다. 회색 털이 아주 부드러워요.
a0c15424b,미니,72,시츄,암컷,크림색,회색,흰색,중형,장모,불확실,불확실,미완료,대구,4,5,5,3,구조 후 잘 적응 중인 미니! 시츄 특유의 영리함과 크림색 털이 돋보입니다. 가족을 기다려요.
1f72d4b56,바둑,1,믹스견,암컷,검정,갈색,흰색,중형,중모,미완료,완료,미완료,경기,3,4,3,4,"사람을 정말 좋아하는 바둑이에요. 검정 코트가 멋진 믹스견으로, 순하고 맑은 눈망울을 가졌어요."
d8a48180b,도날드,2,믹스견,암컷,검정,노란색,없음,대형,단모,미완료,완료,미완료,경기,5,4,5,5,도날드은(는) 정말 사랑스러운 믹스견 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
7b36167be,똘똘,18,푸들,수컷,갈색,크림색,없음,소형,중모,완료,완료,완료,경남,4,4,4,4,구조 후 잘 적응 중인 똘똘! 푸들 특유의 영리함과 갈색 털이 돋보입니다. 가족을 기다려요.
30bfebc76,스벤,5,믹스견,암컷,검정,없음,없음,중형,중모,완료,완료,미완료,강원,3,4,3,5,스벤은(는) 정말 사랑스러운 믹스견 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
4d8bf7feb,카롱,6,믹스견,암컷,검정,갈색,없음,중형,단모,완료,완료,미완료,인천,4,5,4,4,"이 구역의 최고 귀염둥이 카롱! 검정 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
f5e496f46,맥스,48,잉글리시 불독,수컷,검정,갈색,흰색,중형,단모,완료,완료,완료,경기,3,3,5,3,"사람을 정말 좋아하는 맥스이에요. 검정 코트가 멋진 잉글리시 불독으로, 순하고 맑은 눈망울을 가졌어요."
f61e89a28,지구,36,벨지안 마리노이즈,암컷,검정,갈색,없음,대형,중모,불확실,불확실,불확실,경기,3,5,4,4,지구은(는) 정말 사랑스러운 벨지안 마리노이즈 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
8b0310013,여름,1,믹스견,수컷,검정,갈색,흰색,중형,중모,미완료,완료,미완료,경기,3,3,3,4,여름은(는) 정말 사랑스러운 믹스견 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
095cba2c7,별이,2,믹스견,암컷,검정,갈색,없음,중형,단모,불확실,불확실,미완료,부산,3,3,3,4,"차분하고 순한 성격의 별이입니다. 검정 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
f4cf82def,티거,2,래브라도 리트리버,수컷,노란색,크림색,흰색,중형,중모,불확실,완료,불확실,서울,3,3,4,5,활동량이 풍부한 티거이와 함께 산책 어떠신가요? 노란색 털을 가진 멋진 래브라도 리트리버 친구입니다.
a0fb13b2e,미르,14,잭 러셀 테리어,암컷,갈색,흰색,없음,소형,단모,완료,완료,미완료,경기,4,4,4,5,미르은(는) 정말 사랑스러운 잭 러셀 테리어 친구예요. 갈색 털이 매력 포인트이며 누구와도 잘 지내요.
0e922caab,검둥,12,푸들,수컷,갈색,없음,없음,소형,중모,완료,완료,미완료,충북,5,4,5,3,검둥은(는) 갈색 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 푸들 아이랍니다. 밝은 에너지가 넘쳐요.
d7c0647d0,푸우,2,믹스견,암컷,흰색,없음,없음,중형,장모,완료,완료,미완료,경기,4,4,5,5,활동량이 풍부한 푸우이와 함께 산책 어떠신가요? 흰색 털을 가진 멋진 믹스견 친구입니다.
fc2ac0b04,룽지,2,믹스견,암컷,흰색,없음,없음,중형,중모,미완료,미완료,미완료,광주,3,5,5,4,처음엔 쑥스러워하지만 금방 친해지는 룽지! 흰색 털의 소중한 믹스견 천사를 만나보세요.
9ed8dd7a7,까칠,2,믹스견,수컷,검정,갈색,없음,중형,중모,완료,완료,미완료,경남,4,4,3,4,통통 튀는 걸음걸이가 매력적인 까칠! 멋진 검정 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
1398adca0,룽지,4,잭 러셀 테리어,암컷,갈색,흰색,없음,소형,단모,완료,완료,미완료,경기,3,3,4,5,"사람을 정말 좋아하는 룽지이에요. 갈색 코트가 멋진 잭 러셀 테리어으로, 순하고 맑은 눈망울을 가졌어요."
f54d6a569,금동,4,슈나우저,암컷,흰색,없음,없음,소형,단모,완료,완료,미완료,전남,5,4,5,4,표정은 세상 진지한 금동! 흰색 털이 매력적인 슈나우저 친구예요. 호기심도 많고 아주 씩씩하답니다.
1dbcdd322,단추,60,슈나우저,암컷,검정,없음,없음,소형,단모,불확실,불확실,불확실,경기,3,5,4,5,"차분하고 순한 성격의 단추입니다. 검정 색상의 슈나우저 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
474294e01,포도,1,믹스견,암컷,검정,노란색,흰색,소형,중모,미완료,미완료,미완료,경기,4,3,3,3,통통 튀는 걸음걸이가 매력적인 포도! 멋진 검정 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
62c16fa1a,심바,1,믹스견,암컷,갈색,흰색,없음,중형,중모,미완료,완료,미완료,부산,3,5,5,5,세상에서 가장 야무진 심바이를 소개합니다. 갈색 색상의 믹스견이며 주사도 씩씩하게 잘 맞는 천사예요.
e911008b8,번쩍,8,믹스견,암컷,금색,없음,없음,중형,단모,완료,완료,완료,서울,3,5,3,3,간식을 기다릴 때 가장 진지한 번쩍이에요. 금색 털의 귀여운 믹스견으로 호기심이 아주 많답니다.
1da3eb996,똘이,2,믹스견,수컷,검정,갈색,없음,중형,중모,완료,완료,미완료,부산,4,3,3,3,활동량이 풍부한 똘이이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 믹스견 친구입니다.
ba7d1a755,도담,1,믹스견,수컷,검정,흰색,없음,중형,중모,완료,완료,미완료,울산,4,4,5,5,세상에서 가장 야무진 도담이를 소개합니다. 검정 색상의 믹스견이며 주사도 씩씩하게 잘 맞는 천사예요.
290cdc8ee,파랑,2,시츄,암컷,크림색,흰색,없음,소형,장모,완료,완료,완료,부산,3,3,3,5,간식을 기다릴 때 가장 진지한 파랑이에요. 크림색 털의 귀여운 시츄으로 호기심이 아주 많답니다.
0eaa0e3c6,품바,36,슈나우저,수컷,검정,흰색,없음,소형,중모,완료,완료,완료,서울,4,4,5,5,"반짝이는 눈망울을 가진 품바. 검정 색상의 슈나우저 아이로, 아주 영리하고 배우는 게 빠릅니다."
1e753137d,치치,36,슈나우저,수컷,노란색,크림색,회색,중형,중모,완료,완료,불확실,대전,3,3,4,5,활동량이 풍부한 치치이와 함께 산책 어떠신가요? 노란색 털을 가진 멋진 슈나우저 친구입니다.
d3b4b6a8a,티거,3,믹스견,암컷,검정,갈색,없음,중형,단모,완료,미완료,미완료,경북,4,4,3,3,티거은(는) 검정 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
e7176bba4,이요르,60,보더 콜리,암컷,검정,흰색,없음,중형,중모,완료,완료,완료,경북,3,5,4,4,멋진 포스를 풍기는 이요르! 하지만 마음은 따뜻한 보더 콜리 아이랍니다. 검정 털이 아주 부드러워요.
1adb69797,튼튼,1,믹스견,수컷,검정,갈색,흰색,중형,중모,불확실,불확실,미완료,인천,3,3,3,3,간식을 기다릴 때 가장 진지한 튼튼이에요. 검정 털의 귀여운 믹스견으로 호기심이 아주 많답니다.
8cfcbd9bb,환타,18,비글,암컷,검정,갈색,흰색,중형,단모,완료,미완료,불확실,경기,4,4,3,5,세상에서 가장 야무진 환타이를 소개합니다. 검정 색상의 비글이며 주사도 씩씩하게 잘 맞는 천사예요.
e468bfbca,달님,1,믹스견,수컷,검정,갈색,회색,중형,중모,완료,완료,미완료,서울,3,3,5,3,멋진 포스를 풍기는 달님! 하지만 마음은 따뜻한 믹스견 아이랍니다. 검정 털이 아주 부드러워요.
a37c82165,카이,12,믹스견,수컷,갈색,없음,없음,대형,단모,미완료,완료,완료,대전,3,4,4,4,구조 후 잘 적응 중인 카이! 믹스견 특유의 영리함과 갈색 털이 돋보입니다. 가족을 기다려요.
b71eb2942,다정,48,골든 리트리버,수컷,금색,없음,없음,대형,중모,완료,완료,미완료,경기,3,4,5,4,간식을 기다릴 때 가장 진지한 다정이에요. 금색 털의 귀여운 골든 리트리버으로 호기심이 아주 많답니다.
189bb90dc,자두,3,벨지안 마리노이즈,암컷,갈색,없음,없음,초대형,중모,완료,불확실,미완료,전남,3,5,5,4,"사람을 정말 좋아하는 자두이에요. 갈색 코트가 멋진 벨지안 마리노이즈으로, 순하고 맑은 눈망울을 가졌어요."
8ad937f6c,다섯,2,믹스견,암컷,갈색,흰색,없음,대형,단모,미완료,완료,미완료,서울,5,5,4,5,애교가 철철 넘치는 다섯! 갈색 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
f26f1acb2,도넛,24,시츄,암컷,회색,흰색,없음,소형,장모,불확실,불확실,불확실,강원,5,3,5,4,멋진 포스를 풍기는 도넛! 하지만 마음은 따뜻한 시츄 아이랍니다. 회색 털이 아주 부드러워요.
0146f6d2c,반짝,1,믹스견,암컷,갈색,흰색,없음,중형,중모,완료,완료,미완료,충남,5,3,3,3,"차분하고 순한 성격의 반짝입니다. 갈색 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
c38d0b5ea,푸딩,1,믹스견,수컷,갈색,흰색,없음,중형,중모,불확실,불확실,불확실,서울,4,5,5,5,활동량이 풍부한 푸딩이와 함께 산책 어떠신가요? 갈색 털을 가진 멋진 믹스견 친구입니다.
63051e3ca,아루,9,저먼 셰퍼드,수컷,검정,없음,없음,대형,단모,완료,완료,완료,서울,4,3,5,5,아루은(는) 정말 사랑스러운 저먼 셰퍼드 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
746f52206,순둥,36,말티즈,암컷,흰색,없음,없음,소형,단모,완료,완료,완료,경기,5,5,3,5,표정은 세상 진지한 순둥! 흰색 털이 매력적인 말티즈 친구예요. 호기심도 많고 아주 씩씩하답니다.
4f3b3314c,도도,36,저먼 셰퍼드,수컷,검정,갈색,없음,대형,중모,완료,완료,완료,대전,3,4,3,5,"반짝이는 눈망울을 가진 도도. 검정 색상의 저먼 셰퍼드 아이로, 아주 영리하고 배우는 게 빠릅니다."
191660250,열이,1,믹스견,수컷,갈색,흰색,없음,중형,중모,미완료,미완료,미완료,대구,4,5,5,3,"차분하고 순한 성격의 열이입니다. 갈색 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
d147c39fb,까미,10,시츄,암컷,검정,흰색,없음,소형,중모,불확실,불확실,불확실,충남,4,3,4,5,"차분하고 순한 성격의 까미입니다. 검정 색상의 시츄 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
383e5b82e,꽁치,72,믹스견,수컷,크림색,흰색,없음,중형,중모,완료,완료,미완료,경기,4,4,3,5,통통 튀는 걸음걸이가 매력적인 꽁치! 멋진 크림색 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
bec6cc26b,아홉,2,믹스견,암컷,검정,갈색,흰색,중형,중모,완료,완료,미완료,서울,4,5,3,4,간식을 기다릴 때 가장 진지한 아홉이에요. 검정 털의 귀여운 믹스견으로 호기심이 아주 많답니다.
1882ebd32,초롱,4,믹스견,암컷,검정,갈색,금색,대형,중모,완료,완료,완료,대구,3,3,5,4,"반짝이는 눈망울을 가진 초롱. 검정 색상의 믹스견 아이로, 아주 영리하고 배우는 게 빠릅니다."
227bfa6b8,밤톨,3,믹스견,암컷,크림색,흰색,없음,중형,중모,완료,완료,미완료,서울,4,5,5,5,통통 튀는 걸음걸이가 매력적인 밤톨! 멋진 크림색 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
88448bdc5,보들,5,래브라도 리트리버,암컷,금색,없음,없음,중형,단모,완료,완료,미완료,전남,4,3,5,4,통통 튀는 걸음걸이가 매력적인 보들! 멋진 금색 색을 가진 래브라도 리트리버 친구와 평생 가족이 되어주세요.
4874347b0,진주,2,저먼 셰퍼드,암컷,검정,갈색,없음,중형,중모,미완료,완료,불확실,서울,5,4,4,4,구조 후 잘 적응 중인 진주! 저먼 셰퍼드 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
4348b169a,열이,2,맨체스터 테리어,수컷,검정,갈색,없음,중형,단모,미완료,미완료,미완료,충북,3,4,3,3,처음엔 쑥스러워하지만 금방 친해지는 열이! 검정 털의 소중한 맨체스터 테리어 천사를 만나보세요.
b02f2fafa,수박,2,믹스견,수컷,갈색,금색,흰색,중형,단모,미완료,미완료,미완료,충남,5,4,5,5,"사람을 정말 좋아하는 수박이에요. 갈색 코트가 멋진 믹스견으로, 순하고 맑은 눈망울을 가졌어요."
a63364c39,망고,2,벨지안 마리노이즈,암컷,검정,갈색,크림색,중형,중모,완료,완료,미완료,경기,4,5,4,4,활동량이 풍부한 망고이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 벨지안 마리노이즈 친구입니다.
31b919935,수박,24,보더 콜리,수컷,검정,흰색,없음,중형,장모,미완료,완료,완료,울산,3,3,5,3,"차분하고 순한 성격의 수박입니다. 검정 색상의 보더 콜리 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
ad8569001,토리,2,믹스견,암컷,갈색,없음,없음,중형,단모,완료,완료,미완료,경기,3,4,3,3,"사람을 정말 좋아하는 토리이에요. 갈색 코트가 멋진 믹스견으로, 순하고 맑은 눈망울을 가졌어요."
8b56fecb8,피글렛,36,말티즈,암컷,흰색,없음,없음,소형,단모,불확실,불확실,불확실,서울,3,4,5,5,구조 후 잘 적응 중인 피글렛! 말티즈 특유의 영리함과 흰색 털이 돋보입니다. 가족을 기다려요.
0ab4214b4,콩이,2,믹스견,암컷,검정,갈색,크림색,중형,단모,미완료,완료,미완료,경기,3,5,5,5,"사람을 정말 좋아하는 콩이이에요. 검정 코트가 멋진 믹스견으로, 순하고 맑은 눈망울을 가졌어요."
b0cc3078c,코코아,18,믹스견,암컷,검정,크림색,없음,소형,장모,불확실,완료,불확실,부산,3,4,3,3,애교가 철철 넘치는 코코아! 검정 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
0286dd665,안개,2,믹스견,암컷,갈색,없음,없음,중형,단모,미완료,완료,미완료,울산,5,3,5,3,"이 구역의 최고 귀염둥이 안개! 갈색 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
3639e2409,치와,2,믹스견,암컷,검정,갈색,흰색,중형,단모,미완료,미완료,미완료,경기,4,5,3,4,애교가 철철 넘치는 치와! 검정 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
3eaae43f3,참외,4,래브라도 리트리버,암컷,검정,없음,없음,대형,단모,완료,완료,미완료,광주,3,4,3,4,멋진 포스를 풍기는 참외! 하지만 마음은 따뜻한 래브라도 리트리버 아이랍니다. 검정 털이 아주 부드러워요.
48615e613,아홉,3,벨지안 마리노이즈,수컷,검정,갈색,없음,중형,단모,완료,완료,미완료,경기,4,3,3,3,아홉은(는) 검정 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 벨지안 마리노이즈 아이랍니다. 밝은 에너지가 넘쳐요.
08aad5787,코코넛,3,믹스견,암컷,검정,갈색,없음,중형,중모,미완료,미완료,미완료,부산,5,3,5,4,처음엔 쑥스러워하지만 금방 친해지는 코코넛! 검정 털의 소중한 믹스견 천사를 만나보세요.
cdb4a7a7d,노랑,14,믹스견,암컷,검정,갈색,없음,중형,단모,완료,완료,완료,부산,3,3,5,5,세상에서 가장 야무진 노랑이를 소개합니다. 검정 색상의 믹스견이며 주사도 씩씩하게 잘 맞는 천사예요.
a99968c35,햇님,3,믹스견,수컷,검정,금색,흰색,중형,단모,미완료,완료,미완료,서울,3,3,4,3,표정은 세상 진지한 햇님! 검정 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
85d242c14,고구마,3,믹스견,수컷,검정,흰색,없음,중형,중모,완료,완료,미완료,경북,5,4,5,4,멋진 포스를 풍기는 고구마! 하지만 마음은 따뜻한 믹스견 아이랍니다. 검정 털이 아주 부드러워요.
82563b26e,나나,1,믹스견,암컷,갈색,없음,없음,중형,단모,미완료,미완료,미완료,경기,3,5,3,3,"사람을 정말 좋아하는 나나이에요. 갈색 코트가 멋진 믹스견으로, 순하고 맑은 눈망울을 가졌어요."
da1e7c53d,무화과,24,비글,수컷,갈색,크림색,흰색,중형,단모,완료,완료,완료,경남,3,3,5,4,"차분하고 순한 성격의 무화과입니다. 갈색 색상의 비글 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
4f10d4a75,꽁치,36,비글,수컷,검정,노란색,흰색,중형,단모,완료,완료,완료,경기,4,3,3,4,"사람을 정말 좋아하는 꽁치이에요. 검정 코트가 멋진 비글으로, 순하고 맑은 눈망울을 가졌어요."
d96987111,윤슬,1,래브라도 리트리버,수컷,크림색,흰색,없음,대형,단모,미완료,미완료,미완료,전남,3,5,4,5,"반짝이는 눈망울을 가진 윤슬. 크림색 색상의 래브라도 리트리버 아이로, 아주 영리하고 배우는 게 빠릅니다."
39adf62b4,이슬,1,로트와일러,암컷,검정,갈색,없음,대형,단모,불확실,불확실,불확실,서울,3,4,3,4,표정은 세상 진지한 이슬! 검정 털이 매력적인 로트와일러 친구예요. 호기심도 많고 아주 씩씩하답니다.
ed5b8276f,캔디,1,믹스견,암컷,갈색,없음,없음,중형,단모,미완료,완료,미완료,대구,3,4,3,4,표정은 세상 진지한 캔디! 갈색 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
c55e9baaf,이플,24,푸들,수컷,흰색,없음,없음,중형,단모,완료,완료,불확실,충남,4,5,4,3,이플은(는) 정말 사랑스러운 푸들 친구예요. 흰색 털이 매력 포인트이며 누구와도 잘 지내요.
c8be7beff,모카,2,믹스견,수컷,검정,갈색,없음,중형,단모,완료,완료,미완료,인천,4,4,4,5,통통 튀는 걸음걸이가 매력적인 모카! 멋진 검정 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
35bbdb5fd,열이,2,믹스견,수컷,검정,크림색,흰색,중형,단모,완료,완료,미완료,전남,5,5,5,4,열이은(는) 검정 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
76042f693,라떼,24,퍼그,암컷,검정,크림색,없음,소형,중모,불확실,불확실,불확실,경기,3,3,3,4,"이 구역의 최고 귀염둥이 라떼! 검정 털을 가진 퍼그 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
b7c0b9180,은하수,36,달마시안,수컷,검정,흰색,없음,대형,단모,완료,완료,미완료,경기,3,3,4,3,"반짝이는 눈망울을 가진 은하수. 검정 색상의 달마시안 아이로, 아주 영리하고 배우는 게 빠릅니다."
